iso3,country,area,fuel,per_capita_tons
MLI,Mali,Urban,Charcoal,0.28
MLI,Mali,Urban,Coal,0.35
MLI,Mali,Urban,Electricity,0.1
MLI,Mali,Urban,Gas,0.45
MLI,Mali,Urban,Kerosene,0.32
MLI,Mali,Urban,Total Clean,0.5
MLI,Mali,Urban,Total Polluting,0.65
MLI,Mali,Rural,Biomass,0.88
MLI,Mali,Rural,Charcoal,0.32
MLI,Mali,Rural,Coal,0.42
MLI,Mali,Rural,Electricity,0.06
MLI,Mali,Rural,Gas,0.36
MLI,Mali,Rural,Kerosene,0.35
MLI,Mali,Rural,Total Clean,0.38
MLI,Mali,Rural,Total Polluting,0.78
MMR,Myanmar,Urban,Biomass,0.76
MMR,Myanmar,Urban,Charcoal,0.31
MMR,Myanmar,Urban,Coal,0.38
MMR,Myanmar,Urban,Electricity,0.11
MMR,Myanmar,Urban,Gas,0.49
MMR,Myanmar,Urban,Kerosene,0.35
MMR,Myanmar,Urban,Total Clean,0.55
MMR,Myanmar,Urban,Total Polluting,0.71
MMR,Myanmar,Rural,Biomass,0.95
MMR,Myanmar,Rural,Charcoal,0.35
MMR,Myanmar,Rural,Coal,0.46
MMR,Myanmar,Rural,Electricity,0.07
MMR,Myanmar,Rural,Gas,0.39
MMR,Myanmar,Rural,Kerosene,0.38
MMR,Myanmar,Rural,Total Clean,0.41
MMR,Myanmar,Rural,Total Polluting,0.85
MNE,Montenegro,Urban,Biomass,0.74
MNE,Montenegro,Urban,Charcoal,0.3
MNE,Montenegro,Urban,Coal,0.37
MNE,Montenegro,Urban,Electricity,0.11
MNE,Montenegro,Urban,Gas,0.48
MNE,Montenegro,Urban,Kerosene,0.34
MNE,Montenegro,Urban,Total Clean,0.53
MNE,Montenegro,Urban,Total Polluting,0.69
MNE,Montenegro,Rural,Biomass,0.92
MNE,Montenegro,Rural,Charcoal,0.34
MNE,Montenegro,Rural,Coal,0.44
MNE,Montenegro,Rural,Electricity,0.06
MNE,Montenegro,Rural,Gas,0.38
MNE,Montenegro,Rural,Kerosene,0.37
MNE,Montenegro,Rural,Total Clean,0.4
MNE,Montenegro,Rural,Total Polluting,0.82
MNG,Mongolia,Urban,Biomass,0.65
MNG,Mongolia,Urban,Charcoal,0.26
MNG,Mongolia,Urban,Coal,0.32
MNG,Mongolia,Urban,Electricity,0.09
MNG,Mongolia,Urban,Gas,0.42
MNG,Mongolia,Urban,Kerosene,0.3
MNG,Mongolia,Urban,Total Clean,0.46
MNG,Mongolia,Urban,Total Polluting,0.6
MNG,Mongolia,Rural,Biomass,0.81
MNG,Mongolia,Rural,Charcoal,0.3
MNG,Mongolia,Rural,Coal,0.39
MNG,Mongolia,Rural,Electricity,0.06
MNG,Mongolia,Rural,Gas,0.33
MNG,Mongolia,Rural,Kerosene,0.33
MNG,Mongolia,Rural,Total Clean,0.35
MNG,Mongolia,Rural,Total Polluting,0.72
MOZ,Mozambique,Urban,Biomass,0.64
MOZ,Mozambique,Urban,Charcoal,0.25
MOZ,Mozambique,Urban,Coal,0.32
MOZ,Mozambique,Urban,Electricity,0.09
MOZ,Mozambique,Urban,Gas,0.41
MOZ,Mozambique,Urban,Kerosene,0.29
MOZ,Mozambique,Urban,Total Clean,0.45
MOZ,Mozambique,Urban,Total Polluting,0.59
MOZ,Mozambique,Rural,Biomass,0.79
MOZ,Mozambique,Rural,Charcoal,0.29
MOZ,Mozambique,Rural,Coal,0.38
MOZ,Mozambique,Rural,Electricity,0.05
MOZ,Mozambique,Rural,Gas,0.33
MOZ,Mozambique,Rural,Kerosene,0.32
MOZ,Mozambique,Rural,Total Clean,0.34
MOZ,Mozambique,Rural,Total Polluting,0.71
MRT,Mauritania,Urban,Biomass,0.64
MRT,Mauritania,Urban,Charcoal,0.26
MRT,Mauritania,Urban,Coal,0.32
MRT,Mauritania,Urban,Electricity,0.09
MRT,Mauritania,Urban,Gas,0.41
MRT,Mauritania,Urban,Kerosene,0.29
MRT,Mauritania,Urban,Total Clean,0.46
MRT,Mauritania,Urban,Total Polluting,0.6
MRT,Mauritania,Rural,Biomass,0.8
MRT,Mauritania,Rural,Charcoal,0.3
MRT,Mauritania,Rural,Coal,0.39
MRT,Mauritania,Rural,Electricity,0.06
MRT,Mauritania,Rural,Gas,0.33
MRT,Mauritania,Rural,Kerosene,0.32
MRT,Mauritania,Rural,Total Clean,0.34
MRT,Mauritania,Rural,Total Polluting,0.72
MUS,Mauritius,Urban,Biomass,0.72
MUS,Mauritius,Urban,Charcoal,0.29
MUS,Mauritius,Urban,Coal,0.36
MUS,Mauritius,Urban,Electricity,0.1
MUS,Mauritius,Urban,Gas,0.46
MUS,Mauritius,Urban,Kerosene,0.33
MUS,Mauritius,Urban,Total Clean,0.51
MUS,Mauritius,Urban,Total Polluting,0.66
MUS,Mauritius,Rural,Biomass,0.9
MUS,Mauritius,Rural,Charcoal,0.33
MUS,Mauritius,Rural,Coal,0.43
MUS,Mauritius,Rural,Electricity,0.06
MUS,Mauritius,Rural,Gas,0.37
MUS,Mauritius,Rural,Kerosene,0.36
MUS,Mauritius,Rural,Total Clean,0.38
MUS,Mauritius,Rural,Total Polluting,0.8
MWI,Malawi,Urban,Biomass,0.67
MWI,Malawi,Urban,Charcoal,0.27
MWI,Malawi,Urban,Coal,0.34
MWI,Malawi,Urban,Electricity,0.1
MWI,Malawi,Urban,Gas,0.43
MWI,Malawi,Urban,Kerosene,0.31
MWI,Malawi,Urban,Total Clean,0.48
MWI,Malawi,Urban,Total Polluting,0.63
MWI,Malawi,Rural,Biomass,0.84
MWI,Malawi,Rural,Charcoal,0.31
MWI,Malawi,Rural,Coal,0.4
MWI,Malawi,Rural,Electricity,0.06
MWI,Malawi,Rural,Gas,0.35
MWI,Malawi,Rural,Kerosene,0.34
MWI,Malawi,Rural,Total Clean,0.36
MWI,Malawi,Rural,Total Polluting,0.75
MYS,Malaysia,Urban,Biomass,0.66
MYS,Malaysia,Urban,Charcoal,0.26
MYS,Malaysia,Urban,Coal,0.33
MYS,Malaysia,Urban,Electricity,0.09
MYS,Malaysia,Urban,Gas,0.42
MYS,Malaysia,Urban,Kerosene,0.3
MYS,Malaysia,Urban,Total Clean,0.47
MYS,Malaysia,Urban,Total Polluting,0.61
MYS,Malaysia,Rural,Biomass,0.83
MYS,Malaysia,Rural,Charcoal,0.3
MYS,Malaysia,Rural,Coal,0.4
MYS,Malaysia,Rural,Electricity,0.06
MYS,Malaysia,Rural,Gas,0.34
MYS,Malaysia,Rural,Kerosene,0.33
MYS,Malaysia,Rural,Total Clean,0.35
MYS,Malaysia,Rural,Total Polluting,0.74
NAM,Namibia,Urban,Biomass,0.71
NAM,Namibia,Urban,Charcoal,0.28
NAM,Namibia,Urban,Coal,0.35
NAM,Namibia,Urban,Electricity,0.1
NAM,Namibia,Urban,Gas,0.45
NAM,Namibia,Urban,Kerosene,0.32
NAM,Namibia,Urban,Total Clean,0.5
NAM,Namibia,Urban,Total Polluting,0.65
NAM,Namibia,Rural,Biomass,0.88
NAM,Namibia,Rural,Charcoal,0.32
NAM,Namibia,Rural,Coal,0.42
NAM,Namibia,Rural,Electricity,0.06
NAM,Namibia,Rural,Gas,0.36
NAM,Namibia,Rural,Kerosene,0.35
NAM,Namibia,Rural,Total Clean,0.38
NAM,Namibia,Rural,Total Polluting,0.79
NER,Niger,Urban,Biomass,0.73
NER,Niger,Urban,Charcoal,0.29
NER,Niger,Urban,Coal,0.36
NER,Niger,Urban,Electricity,0.1
NER,Niger,Urban,Gas,0.47
NER,Niger,Urban,Kerosene,0.33
NER,Niger,Urban,Total Clean,0.52
NER,Niger,Urban,Total Polluting,0.67
NER,Niger,Rural,Biomass,0.91
NER,Niger,Rural,Charcoal,0.33
NER,Niger,Rural,Coal,0.44
NER,Niger,Rural,Electricity,0.06
NER,Niger,Rural,Gas,0.37
NER,Niger,Rural,Kerosene,0.37
NER,Niger,Rural,Total Clean,0.39
NER,Niger,Rural,Total Polluting,0.81
NGA,Nigeria,Urban,Biomass,0.71
NGA,Nigeria,Urban,Charcoal,0.28
NGA,Nigeria,Urban,Coal,0.36
NGA,Nigeria,Urban,Electricity,0.1
NGA,Nigeria,Urban,Gas,0.46
NGA,Nigeria,Urban,Kerosene,0.32
NGA,Nigeria,Urban,Total Clean,0.51
NGA,Nigeria,Urban,Total Polluting,0.66
NGA,Nigeria,Rural,Biomass,0.89
NGA,Nigeria,Rural,Charcoal,0.33
NGA,Nigeria,Rural,Coal,0.43
NGA,Nigeria,Rural,Electricity,0.06
NGA,Nigeria,Rural,Gas,0.37
NGA,Nigeria,Rural,Kerosene,0.36
NGA,Nigeria,Rural,Total Clean,0.38
NGA,Nigeria,Rural,Total Polluting,0.79
NIC,Nicaragua,Urban,Biomass,0.76
NIC,Nicaragua,Urban,Charcoal,0.3
NIC,Nicaragua,Urban,Coal,0.38
NIC,Nicaragua,Urban,Electricity,0.11
NIC,Nicaragua,Urban,Gas,0.49
NIC,Nicaragua,Urban,Kerosene,0.35
NIC,Nicaragua,Urban,Total Clean,0.54
NIC,Nicaragua,Urban,Total Polluting,0.7
NIC,Nicaragua,Rural,Biomass,0.95
NIC,Nicaragua,Rural,Charcoal,0.35
NIC,Nicaragua,Rural,Coal,0.45
NIC,Nicaragua,Rural,Electricity,0.06
NIC,Nicaragua,Rural,Gas,0.39
NIC,Nicaragua,Rural,Kerosene,0.38
NIC,Nicaragua,Rural,Total Clean,0.41
NIC,Nicaragua,Rural,Total Polluting,0.84
NIU,Niue,Urban,Biomass,0.74
NIU,Niue,Urban,Charcoal,0.3
NIU,Niue,Urban,Coal,0.37
NIU,Niue,Urban,Electricity,0.11
NIU,Niue,Urban,Gas,0.47
NIU,Niue,Urban,Kerosene,0.34
NIU,Niue,Urban,Total Clean,0.53
NIU,Niue,Urban,Total Polluting,0.69
NIU,Niue,Rural,Biomass,0.92
NIU,Niue,Rural,Charcoal,0.34
NIU,Niue,Rural,Coal,0.44
NIU,Niue,Rural,Electricity,0.06
NIU,Niue,Rural,Gas,0.38
NIU,Niue,Rural,Kerosene,0.37
NIU,Niue,Rural,Total Clean,0.4
NIU,Niue,Rural,Total Polluting,0.82
NPL,Nepal,Urban,Biomass,0.72
NPL,Nepal,Urban,Charcoal,0.29
NPL,Nepal,Urban,Coal,0.36
NPL,Nepal,Urban,Electricity,0.1
NPL,Nepal,Urban,Gas,0.46
NPL,Nepal,Urban,Kerosene,0.33
NPL,Nepal,Urban,Total Clean,0.51
NPL,Nepal,Urban,Total Polluting,0.67
NPL,Nepal,Rural,Biomass,0.9
NPL,Nepal,Rural,Charcoal,0.33
NPL,Nepal,Rural,Coal,0.43
NPL,Nepal,Rural,Electricity,0.06
NPL,Nepal,Rural,Gas,0.37
NPL,Nepal,Rural,Kerosene,0.36
NPL,Nepal,Rural,Total Clean,0.38
NPL,Nepal,Rural,Total Polluting,0.8
PAK,Pakistan,Urban,Biomass,0.66
PAK,Pakistan,Urban,Charcoal,0.26
PAK,Pakistan,Urban,Coal,0.33
PAK,Pakistan,Urban,Electricity,0.09
PAK,Pakistan,Urban,Gas,0.42
PAK,Pakistan,Urban,Kerosene,0.3
PAK,Pakistan,Urban,Total Clean,0.47
PAK,Pakistan,Urban,Total Polluting,0.61
PAK,Pakistan,Rural,Biomass,0.82
PAK,Pakistan,Rural,Charcoal,0.3
PAK,Pakistan,Rural,Coal,0.4
PAK,Pakistan,Rural,Electricity,0.06
PAK,Pakistan,Rural,Gas,0.34
PAK,Pakistan,Rural,Kerosene,0.33
PAK,Pakistan,Rural,Total Clean,0.35
PAK,Pakistan,Rural,Total Polluting,0.73
PAN,Panama,Urban,Biomass,0.69
PAN,Panama,Urban,Charcoal,0.28
PAN,Panama,Urban,Coal,0.35
PAN,Panama,Urban,Electricity,0.1
PAN,Panama,Urban,Gas,0.45
PAN,Panama,Urban,Kerosene,0.32
PAN,Panama,Urban,Total Clean,0.5
PAN,Panama,Urban,Total Polluting,0.65
PAN,Panama,Rural,Biomass,0.87
PAN,Panama,Rural,Charcoal,0.32
PAN,Panama,Rural,Coal,0.42
PAN,Panama,Rural,Electricity,0.06
PAN,Panama,Rural,Gas,0.36
PAN,Panama,Rural,Kerosene,0.35
PAN,Panama,Rural,Total Clean,0.37
PAN,Panama,Rural,Total Polluting,0.77
PER,Peru,Urban,Biomass,0.69
PER,Peru,Urban,Charcoal,0.28
PER,Peru,Urban,Coal,0.35
PER,Peru,Urban,Electricity,0.1
PER,Peru,Urban,Gas,0.44
PER,Peru,Urban,Kerosene,0.32
PER,Peru,Urban,Total Clean,0.49
PER,Peru,Urban,Total Polluting,0.64
PER,Peru,Rural,Biomass,0.86
PER,Peru,Rural,Charcoal,0.32
PER,Peru,Rural,Coal,0.41
PER,Peru,Rural,Electricity,0.06
PER,Peru,Rural,Gas,0.36
PER,Peru,Rural,Kerosene,0.35
PER,Peru,Rural,Total Clean,0.37
PER,Peru,Rural,Total Polluting,0.77
PHL,Philippines,Urban,Biomass,0.71
PHL,Philippines,Urban,Charcoal,0.28
PHL,Philippines,Urban,Coal,0.35
PHL,Philippines,Urban,Electricity,0.1
PHL,Philippines,Urban,Gas,0.45
PHL,Philippines,Urban,Kerosene,0.32
PHL,Philippines,Urban,Total Clean,0.5
PHL,Philippines,Urban,Total Polluting,0.65
PHL,Philippines,Rural,Biomass,0.88
PHL,Philippines,Rural,Charcoal,0.32
PHL,Philippines,Rural,Coal,0.42
PHL,Philippines,Rural,Electricity,0.06
PHL,Philippines,Rural,Gas,0.36
PHL,Philippines,Rural,Kerosene,0.35
PHL,Philippines,Rural,Total Clean,0.38
PHL,Philippines,Rural,Total Polluting,0.79
PNG,Papua New Guinea,Urban,Biomass,0.64
PNG,Papua New Guinea,Urban,Charcoal,0.26
PNG,Papua New Guinea,Urban,Coal,0.32
PNG,Papua New Guinea,Urban,Electricity,0.09
PNG,Papua New Guinea,Urban,Gas,0.41
PNG,Papua New Guinea,Urban,Kerosene,0.29
PNG,Papua New Guinea,Urban,Total Clean,0.46
PNG,Papua New Guinea,Urban,Total Polluting,0.59
PNG,Papua New Guinea,Rural,Biomass,0.8
PNG,Papua New Guinea,Rural,Charcoal,0.29
PNG,Papua New Guinea,Rural,Coal,0.38
PNG,Papua New Guinea,Rural,Electricity,0.05
PNG,Papua New Guinea,Rural,Gas,0.33
PNG,Papua New Guinea,Rural,Kerosene,0.32
PNG,Papua New Guinea,Rural,Total Clean,0.34
PNG,Papua New Guinea,Rural,Total Polluting,0.71
PRK,Democratic People's Republic of Korea,Urban,Biomass,0.7
PRK,Democratic People's Republic of Korea,Urban,Charcoal,0.28
PRK,Democratic People's Republic of Korea,Urban,Coal,0.35
PRK,Democratic People's Republic of Korea,Urban,Electricity,0.1
PRK,Democratic People's Republic of Korea,Urban,Gas,0.45
PRK,Democratic People's Republic of Korea,Urban,Kerosene,0.32
PRK,Democratic People's Republic of Korea,Urban,Total Clean,0.5
PRK,Democratic People's Republic of Korea,Urban,Total Polluting,0.65
PRK,Democratic People's Republic of Korea,Rural,Biomass,0.88
PRK,Democratic People's Republic of Korea,Rural,Charcoal,0.32
PRK,Democratic People's Republic of Korea,Rural,Coal,0.42
PRK,Democratic People's Republic of Korea,Rural,Electricity,0.06
PRK,Democratic People's Republic of Korea,Rural,Gas,0.36
PRK,Democratic People's Republic of Korea,Rural,Kerosene,0.35
PRK,Democratic People's Republic of Korea,Rural,Total Clean,0.38
PRK,Democratic People's Republic of Korea,Rural,Total Polluting,0.78
PRY,Paraguay,Urban,Biomass,0.72
PRY,Paraguay,Urban,Charcoal,0.29
PRY,Paraguay,Urban,Coal,0.36
PRY,Paraguay,Urban,Electricity,0.1
PRY,Paraguay,Urban,Gas,0.46
PRY,Paraguay,Urban,Kerosene,0.33
PRY,Paraguay,Urban,Total Clean,0.51
PRY,Paraguay,Urban,Total Polluting,0.66
PRY,Paraguay,Rural,Biomass,0.89
PRY,Paraguay,Rural,Charcoal,0.33
PRY,Paraguay,Rural,Coal,0.43
PRY,Paraguay,Rural,Electricity,0.06
PRY,Paraguay,Rural,Gas,0.37
PRY,Paraguay,Rural,Kerosene,0.36
PRY,Paraguay,Rural,Total Clean,0.38
PRY,Paraguay,Rural,Total Polluting,0.8
ROU,Romania,Urban,Biomass,0.74
ROU,Romania,Urban,Charcoal,0.3
ROU,Romania,Urban,Coal,0.37
ROU,Romania,Urban,Electricity,0.11
ROU,Romania,Urban,Gas,0.48
ROU,Romania,Urban,Kerosene,0.34
ROU,Romania,Urban,Total Clean,0.53
ROU,Romania,Urban,Total Polluting,0.69
ROU,Romania,Rural,Biomass,0.93
ROU,Romania,Rural,Charcoal,0.34
ROU,Romania,Rural,Coal,0.45
ROU,Romania,Rural,Electricity,0.06
ROU,Romania,Rural,Gas,0.38
ROU,Romania,Rural,Kerosene,0.37
ROU,Romania,Rural,Total Clean,0.4
ROU,Romania,Rural,Total Polluting,0.83
RUS,Russian Federation,Urban,Biomass,0.7
RUS,Russian Federation,Urban,Charcoal,0.28
RUS,Russian Federation,Urban,Coal,0.35
RUS,Russian Federation,Urban,Electricity,0.1
RUS,Russian Federation,Urban,Gas,0.45
RUS,Russian Federation,Urban,Kerosene,0.32
RUS,Russian Federation,Urban,Total Clean,0.5
RUS,Russian Federation,Urban,Total Polluting,0.65
RUS,Russian Federation,Rural,Biomass,0.87
RUS,Russian Federation,Rural,Charcoal,0.32
RUS,Russian Federation,Rural,Coal,0.42
RUS,Russian Federation,Rural,Electricity,0.06
RUS,Russian Federation,Rural,Gas,0.36
RUS,Russian Federation,Rural,Kerosene,0.35
RUS,Russian Federation,Rural,Total Clean,0.37
RUS,Russian Federation,Rural,Total Polluting,0.78
RWA,Rwanda,Urban,Biomass,0.67
RWA,Rwanda,Urban,Charcoal,0.27
RWA,Rwanda,Urban,Coal,0.33
RWA,Rwanda,Urban,Electricity,0.1
RWA,Rwanda,Urban,Gas,0.43
RWA,Rwanda,Urban,Kerosene,0.3
RWA,Rwanda,Urban,Total Clean,0.48
RWA,Rwanda,Urban,Total Polluting,0.62
RWA,Rwanda,Rural,Biomass,0.83
RWA,Rwanda,Rural,Charcoal,0.31
RWA,Rwanda,Rural,Coal,0.4
RWA,Rwanda,Rural,Electricity,0.06
RWA,Rwanda,Rural,Gas,0.34
RWA,Rwanda,Rural,Kerosene,0.33
RWA,Rwanda,Rural,Total Clean,0.36
RWA,Rwanda,Rural,Total Polluting,0.74
SDN,Sudan,Urban,Biomass,0.73
SDN,Sudan,Urban,Charcoal,0.29
SDN,Sudan,Urban,Coal,0.36
SDN,Sudan,Urban,Electricity,0.1
SDN,Sudan,Urban,Gas,0.47
SDN,Sudan,Urban,Kerosene,0.33
SDN,Sudan,Urban,Total Clean,0.52
SDN,Sudan,Urban,Total Polluting,0.67
SDN,Sudan,Rural,Biomass,0.91
SDN,Sudan,Rural,Charcoal,0.33
SDN,Sudan,Rural,Coal,0.44
SDN,Sudan,Rural,Electricity,0.06
SDN,Sudan,Rural,Gas,0.37
SDN,Sudan,Rural,Kerosene,0.37
SDN,Sudan,Rural,Total Clean,0.39
SDN,Sudan,Rural,Total Polluting,0.81
SEN,Senegal,Urban,Biomass,0.77
SEN,Senegal,Urban,Charcoal,0.31
SEN,Senegal,Urban,Coal,0.38
SEN,Senegal,Urban,Electricity,0.11
SEN,Senegal,Urban,Gas,0.49
SEN,Senegal,Urban,Kerosene,0.35
SEN,Senegal,Urban,Total Clean,0.55
SEN,Senegal,Urban,Total Polluting,0.71
SEN,Senegal,Rural,Biomass,0.96
SEN,Senegal,Rural,Charcoal,0.35
SEN,Senegal,Rural,Coal,0.46
SEN,Senegal,Rural,Electricity,0.07
SEN,Senegal,Rural,Gas,0.4
SEN,Senegal,Rural,Kerosene,0.39
SEN,Senegal,Rural,Total Clean,0.41
SEN,Senegal,Rural,Total Polluting,0.86
SLB,Solomon Islands,Urban,Biomass,0.74
SLB,Solomon Islands,Urban,Charcoal,0.3
SLB,Solomon Islands,Urban,Coal,0.37
SLB,Solomon Islands,Urban,Electricity,0.11
SLB,Solomon Islands,Urban,Gas,0.48
SLB,Solomon Islands,Urban,Kerosene,0.34
SLB,Solomon Islands,Urban,Total Clean,0.53
SLB,Solomon Islands,Urban,Total Polluting,0.69
SLB,Solomon Islands,Rural,Biomass,0.93
SLB,Solomon Islands,Rural,Charcoal,0.34
SLB,Solomon Islands,Rural,Coal,0.44
SLB,Solomon Islands,Rural,Electricity,0.06
SLB,Solomon Islands,Rural,Gas,0.38
SLB,Solomon Islands,Rural,Kerosene,0.37
SLB,Solomon Islands,Rural,Total Clean,0.4
SLB,Solomon Islands,Rural,Total Polluting,0.83
SLE,Sierra Leone,Urban,Biomass,0.72
SLE,Sierra Leone,Urban,Charcoal,0.29
SLE,Sierra Leone,Urban,Coal,0.36
SLE,Sierra Leone,Urban,Electricity,0.1
SLE,Sierra Leone,Urban,Gas,0.47
SLE,Sierra Leone,Urban,Kerosene,0.33
SLE,Sierra Leone,Urban,Total Clean,0.52
SLE,Sierra Leone,Urban,Total Polluting,0.67
SLE,Sierra Leone,Rural,Biomass,0.9
SLE,Sierra Leone,Rural,Charcoal,0.33
SLE,Sierra Leone,Rural,Coal,0.43
SLE,Sierra Leone,Rural,Electricity,0.06
SLE,Sierra Leone,Rural,Gas,0.37
SLE,Sierra Leone,Rural,Kerosene,0.36
SLE,Sierra Leone,Rural,Total Clean,0.39
SLE,Sierra Leone,Rural,Total Polluting,0.81
SLV,El Salvador,Urban,Biomass,0.7
SLV,El Salvador,Urban,Charcoal,0.28
SLV,El Salvador,Urban,Coal,0.35
SLV,El Salvador,Urban,Electricity,0.1
SLV,El Salvador,Urban,Gas,0.45
SLV,El Salvador,Urban,Kerosene,0.32
SLV,El Salvador,Urban,Total Clean,0.5
SLV,El Salvador,Urban,Total Polluting,0.65
SLV,El Salvador,Rural,Biomass,0.87
SLV,El Salvador,Rural,Charcoal,0.32
SLV,El Salvador,Rural,Coal,0.42
SLV,El Salvador,Rural,Electricity,0.06
SLV,El Salvador,Rural,Gas,0.36
SLV,El Salvador,Rural,Kerosene,0.35
SLV,El Salvador,Rural,Total Clean,0.37
SLV,El Salvador,Rural,Total Polluting,0.78
SOM,Somalia,Urban,Biomass,0.69
SOM,Somalia,Urban,Charcoal,0.28
SOM,Somalia,Urban,Coal,0.34
SOM,Somalia,Urban,Electricity,0.1
SOM,Somalia,Urban,Gas,0.44
SOM,Somalia,Urban,Kerosene,0.32
SOM,Somalia,Urban,Total Clean,0.49
SOM,Somalia,Urban,Total Polluting,0.64
SOM,Somalia,Rural,Biomass,0.86
SOM,Somalia,Rural,Charcoal,0.32
SOM,Somalia,Rural,Coal,0.41
SOM,Somalia,Rural,Electricity,0.06
SOM,Somalia,Rural,Gas,0.35
SOM,Somalia,Rural,Kerosene,0.35
SOM,Somalia,Rural,Total Clean,0.37
SOM,Somalia,Rural,Total Polluting,0.77
SRB,Serbia,Urban,Biomass,0.71
SRB,Serbia,Urban,Charcoal,0.29
SRB,Serbia,Urban,Coal,0.36
SRB,Serbia,Urban,Electricity,0.1
SRB,Serbia,Urban,Gas,0.46
SRB,Serbia,Urban,Kerosene,0.33
SRB,Serbia,Urban,Total Clean,0.51
SRB,Serbia,Urban,Total Polluting,0.66
SRB,Serbia,Rural,Biomass,0.89
SRB,Serbia,Rural,Charcoal,0.33
SRB,Serbia,Rural,Coal,0.43
SRB,Serbia,Rural,Electricity,0.06
SRB,Serbia,Rural,Gas,0.37
SRB,Serbia,Rural,Kerosene,0.36
SRB,Serbia,Rural,Total Clean,0.38
SRB,Serbia,Rural,Total Polluting,0.8
SSD,South Sudan,Urban,Biomass,0.68
SSD,South Sudan,Urban,Charcoal,0.27
SSD,South Sudan,Urban,Coal,0.34
SSD,South Sudan,Urban,Electricity,0.1
SSD,South Sudan,Urban,Gas,0.44
SSD,South Sudan,Urban,Kerosene,0.31
SSD,South Sudan,Urban,Total Clean,0.48
SSD,South Sudan,Urban,Total Polluting,0.63
SSD,South Sudan,Rural,Biomass,0.85
SSD,South Sudan,Rural,Charcoal,0.31
SSD,South Sudan,Rural,Coal,0.41
SSD,South Sudan,Rural,Electricity,0.06
SSD,South Sudan,Rural,Gas,0.35
SSD,South Sudan,Rural,Kerosene,0.34
SSD,South Sudan,Rural,Total Clean,0.36
SSD,South Sudan,Rural,Total Polluting,0.76
STP,Sao Tome and Principe,Urban,Biomass,0.63
STP,Sao Tome and Principe,Urban,Charcoal,0.25
STP,Sao Tome and Principe,Urban,Coal,0.32
STP,Sao Tome and Principe,Urban,Electricity,0.09
STP,Sao Tome and Principe,Urban,Gas,0.41
STP,Sao Tome and Principe,Urban,Kerosene,0.29
STP,Sao Tome and Principe,Urban,Total Clean,0.45
STP,Sao Tome and Principe,Urban,Total Polluting,0.59
STP,Sao Tome and Principe,Rural,Biomass,0.79
STP,Sao Tome and Principe,Rural,Charcoal,0.29
STP,Sao Tome and Principe,Rural,Coal,0.38
STP,Sao Tome and Principe,Rural,Electricity,0.05
STP,Sao Tome and Principe,Rural,Gas,0.33
STP,Sao Tome and Principe,Rural,Kerosene,0.32
STP,Sao Tome and Principe,Rural,Total Clean,0.34
STP,Sao Tome and Principe,Rural,Total Polluting,0.71
SUR,Suriname,Urban,Biomass,0.71
SUR,Suriname,Urban,Charcoal,0.29
SUR,Suriname,Urban,Coal,0.36
SUR,Suriname,Urban,Electricity,0.1
SUR,Suriname,Urban,Gas,0.46
SUR,Suriname,Urban,Kerosene,0.33
SUR,Suriname,Urban,Total Clean,0.51
SUR,Suriname,Urban,Total Polluting,0.66
SUR,Suriname,Rural,Biomass,0.89
SUR,Suriname,Rural,Charcoal,0.33
SUR,Suriname,Rural,Coal,0.43
SUR,Suriname,Rural,Electricity,0.06
SUR,Suriname,Rural,Gas,0.37
SUR,Suriname,Rural,Kerosene,0.36
SUR,Suriname,Rural,Total Clean,0.38
SUR,Suriname,Rural,Total Polluting,0.79
SWZ,Eswatini,Urban,Biomass,0.65
SWZ,Eswatini,Urban,Charcoal,0.26
SWZ,Eswatini,Urban,Coal,0.33
SWZ,Eswatini,Urban,Electricity,0.09
SWZ,Eswatini,Urban,Gas,0.42
SWZ,Eswatini,Urban,Kerosene,0.3
SWZ,Eswatini,Urban,Total Clean,0.46
SWZ,Eswatini,Urban,Total Polluting,0.6
SWZ,Eswatini,Rural,Biomass,0.81
SWZ,Eswatini,Rural,Charcoal,0.3
SWZ,Eswatini,Rural,Coal,0.39
SWZ,Eswatini,Rural,Electricity,0.06
SWZ,Eswatini,Rural,Gas,0.33
SWZ,Eswatini,Rural,Kerosene,0.33
SWZ,Eswatini,Rural,Total Clean,0.35
SWZ,Eswatini,Rural,Total Polluting,0.73
SYR,Syrian Arab Republic,Urban,Biomass,0.74
SYR,Syrian Arab Republic,Urban,Charcoal,0.3
SYR,Syrian Arab Republic,Urban,Coal,0.37
SYR,Syrian Arab Republic,Urban,Electricity,0.11
SYR,Syrian Arab Republic,Urban,Gas,0.48
SYR,Syrian Arab Republic,Urban,Kerosene,0.34
SYR,Syrian Arab Republic,Urban,Total Clean,0.53
SYR,Syrian Arab Republic,Urban,Total Polluting,0.69
SYR,Syrian Arab Republic,Rural,Biomass,0.93
SYR,Syrian Arab Republic,Rural,Charcoal,0.34
SYR,Syrian Arab Republic,Rural,Coal,0.45
SYR,Syrian Arab Republic,Rural,Electricity,0.06
SYR,Syrian Arab Republic,Rural,Gas,0.38
SYR,Syrian Arab Republic,Rural,Kerosene,0.37
SYR,Syrian Arab Republic,Rural,Total Clean,0.4
SYR,Syrian Arab Republic,Rural,Total Polluting,0.83
TCD,Chad,Urban,Biomass,0.74
TCD,Chad,Urban,Charcoal,0.3
TCD,Chad,Urban,Coal,0.37
